AVAILABLE QUANTITY OF ITEM: 1972
QTD OF MANUFACTURED PIECES: 1972
ELAPSED TIME: 10805.67
OBJ. FUNCTION VALUE: 49.0
STARTS: 49
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K1;1;787A0100;3
1;K1;2;829D0100;12
1;K1;3;1964A2200;2
1;K1;4;829D0100;12
1;K1;5;787A0100;3
2;K1;1;1555A0200;8
2;K1;2;829D0100;12
2;K1;3;1567A0100;6
2;K1;4;1567A0100;6
2;K1;5;5450A0000;12
2;K1;6;787A0100;3
2;K2;1;1806A0200;2
2;K2;2;1806A0200;2
2;K2;3;1806A0200;2
3;K1;1;6753_02011;12
3;K1;2;6753_02011;3
3;K1;3;6724_0271;12
3;K1;4;3445A1800;4
3;K1;5;3957A0600;12
3;K1;6;60091_011;12
3;K1;7;342_0460;8
3;K2;1;1806A0200;2
3;K2;2;1806A0200;2
3;K2;3;1806A0200;2
4;K1;1;1554A0200;7
4;K1;2;1386A2200;12
4;K1;3;6896A0100;12
4;K1;4;787A0100;2
4;K1;5;1567A0100;2
4;K1;6;1567A0100;6
4;K2;1;342_0460;12
4;K2;2;1312_0101;24
4;K2;3;342_0460;12
5;K1;1;5450A0000;12
5;K1;2;1567A0100;6
5;K1;3;1567A0100;6
5;K1;4;1567A0100;6
5;K1;5;1567A0100;6
5;K1;6;1567A0100;6
5;K1;7;830D0100;12
5;K2;1;1806A0200;2
5;K2;2;1806A0200;2
5;K2;3;1806A0200;2
6;K1;1;1567A0100;6
6;K1;2;1567A0100;6
6;K1;3;830D0100;12
6;K1;4;1567A0100;6
6;K1;5;829D0100;12
6;K1;6;1556A0200;8
6;K2;1;787A0100;3
6;K2;2;787A0100;1
6;K2;3;786A0900;6
7;K1;1;1567A0100;6
7;K1;2;1567A0100;6
7;K1;3;S4_9704411;6
7;K1;4;1567A0100;6
7;K1;5;1567A0100;6
7;K1;6;1567A0100;6
7;K1;7;S4_9704411;6
7;K1;8;787A0100;3
7;K2;1;1806A0200;2
7;K2;2;1806A0200;2
7;K2;3;1806A0200;2
8;K1;1;1567A0100;6
8;K1;2;S4_9704411;6
8;K1;3;S4_9704411;6
8;K1;4;1567A0100;6
8;K1;5;829D0100;12
8;K1;6;810A0400;8
8;K1;7;1567A0100;6
8;K2;1;3445A1800;6
8;K2;2;3445A1800;6
8;K2;3;342_0460;12
8;K2;4;3445A1800;6
9;K1;1;6753_02011;12
9;K1;2;6724_0271;12
9;K1;3;6753_02011;12
9;K1;4;3957A0600;24
9;K1;5;60091_011;12
9;K1;6;1320_0101;24
9;K2;1;341_0250;9
9;K2;2;6754_0481;12
9;K2;3;342_0460;12
10;K1;1;3958A0600;24
10;K1;2;1568_0101;24
10;K1;3;6753_02011;12
10;K1;4;1568_0101;24
