AVAILABLE QUANTITY OF ITEM: 3573
QTD OF MANUFACTURED PIECES: 3573
ELAPSED TIME: 10807.38
OBJ. FUNCTION VALUE: 115.0
STARTS: 115
1 IF OPTIMAL SOLUTION: ModelStatus.Integer

PERIOD;TANK;FIX_DEVICE;ITEM;QUANTITY
1;K2;1;342_0460;12
1;K2;2;342_0460;12
1;K2;3;342_0460;12
1;K2;4;342_0460;12
2;K1;1;1806_041;2
2;K1;2;1568_0101;24
2;K1;3;60091_011;12
2;K1;4;1312_0101;24
2;K1;5;3470_085;6
2;K1;6;6753_02011;12
2;K2;1;60078_0900;1
2;K2;2;60078_0900;11
2;K2;3;60078_0900;1
3;K1;1;1554A0200;8
3;K1;2;1964A2200;5
3;K1;3;4774_0002;12
3;K1;4;787A0100;3
3;K1;5;4778_0102;8
3;K2;1;1806A0200;2
3;K2;2;1806A0200;2
3;K2;3;1806A0200;2
4;K1;1;787A0100;3
4;K1;2;4781A0100;8
4;K1;3;787A0100;3
4;K1;4;787A0100;3
4;K1;5;829D0100;12
4;K1;6;787A0100;3
4;K2;1;1806A0200;2
4;K2;2;1806A0200;2
4;K2;3;1806A0200;2
5;K1;1;787A0100;3
5;K1;2;4778_0102;8
5;K1;3;787A0100;3
5;K1;4;1567A0100;6
5;K1;5;787A0100;3
5;K1;6;787A0100;3
5;K2;1;1806A0200;2
5;K2;2;1806A0200;2
5;K2;3;1806A0200;2
6;K1;1;3958A0600;12
6;K1;2;1320_0101;22
6;K1;3;3957A0600;24
6;K1;4;1320_0101;24
6;K1;5;1312_0101;12
6;K2;1;1806A0200;2
6;K2;2;1806A0200;2
6;K2;3;1806A0200;2
7;K1;1;3958A0600;24
7;K1;2;1806_041;2
7;K1;3;1394_0101;24
7;K1;4;3958A0600;24
7;K1;5;3957A0600;24
7;K2;1;786A0900;6
7;K2;2;786A0900;6
7;K2;3;786A0900;6
7;K2;4;786A0900;6
8;K1;1;3958A0600;24
8;K1;2;1806_041;2
8;K1;3;6774_01030;12
8;K1;4;60091_011;12
8;K1;5;3470_028;6
8;K1;6;3958A0600;24
8;K2;1;1806A0200;2
8;K2;2;1806A0200;2
8;K2;3;1806A0200;2
9;K1;1;4774_0002;12
9;K1;2;4781A0100;8
9;K1;3;1556A0200;12
9;K1;4;2434A2200;6
9;K1;5;4778_0102;8
9;K2;1;1806A0200;2
9;K2;2;1806A0200;2
9;K2;3;1806A0200;2
10;K1;1;831A0600;10
10;K1;2;1567A0100;6
10;K1;3;1567A0100;6
10;K1;4;787A0100;3
10;K1;5;4774_0002;12
10;K1;6;787A0100;3
10;K1;7;787A0100;3
10;K2;1;1806A0200;2
10;K2;2;1806A0200;2
10;K2;3;1806A0200;2
11;K1;1;787A0100;3
11;K1;2;4775_0002;12
11;K1;3;4774_0002;12
